,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
22,2019-10-01 00:00:55 UTC,cart,5859413,1.48758E+18,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
23,2019-10-01 00:00:56 UTC,remove_from_cart,5881589,2.15119E+18,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
24,2019-10-01 00:01:01 UTC,cart,5723518,1.48758E+18,,runail,2.62,430174032,c2bbd970-a5ad-42dd-a59b-f44276330b02
25,2019-10-01 00:01:02 UTC,remove_from_cart,5848908,1.48758E+18,,bpw.style,1.9,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
26,2019-10-01 00:01:03 UTC,cart,5677366,1.48758E+18,,estel,7.3,524009100,8bbff347-0be1-470e-8860-d9a75db965b2
27,2019-10-01 00:01:03 UTC,cart,5859411,1.48758E+18,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
28,2019-10-01 00:01:03 UTC,remove_from_cart,5729011,1.48758E+18,,ingarden,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
29,2019-10-01 00:01:05 UTC,remove_from_cart,5858981,1.48758E+18,,de.lux,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
30,2019-10-01 00:01:05 UTC,remove_from_cart,5858981,1.48758E+18,,de.lux,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
31,2019-10-01 00:01:06 UTC,remove_from_cart,5857269,1.48758E+18,,runail,2.62,430174032,c2bbd970-a5ad-42dd-a59b-f44276330b02
32,2019-10-01 00:01:06 UTC,cart,5859410,1.48758E+18,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
33,2019-10-01 00:01:06 UTC,remove_from_cart,5728995,1.48758E+18,,ingarden,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
34,2019-10-01 00:01:07 UTC,remove_from_cart,5312,1.48758E+18,,runail,1.27,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
35,2019-10-01 00:01:07 UTC,remove_from_cart,5728995,1.48758E+18,,ingarden,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
36,2019-10-01 00:01:07 UTC,remove_from_cart,5312,1.48758E+18,,runail,1.27,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
37,2019-10-01 00:01:10 UTC,remove_from_cart,5823915,1.48758E+18,,milv,1.59,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
38,2019-10-01 00:01:10 UTC,remove_from_cart,5823915,1.48758E+18,,milv,1.59,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
39,2019-10-01 00:01:11 UTC,view,5733176,1.48758E+18,,,0.6,543446752,4a01cad9-7368-fd9e-d907-d4d85de0b55c
40,2019-10-01 00:01:11 UTC,remove_from_cart,5833320,1.48758E+18,,bpw.style,1.27,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
41,2019-10-01 00:01:13 UTC,cart,5677456,1.48758E+18,,estel,10.32,377667011,81326ac6-daa4-4f0a-b488-fd0956a78733
42,2019-10-01 00:01:13 UTC,cart,5875317,2.02908E+18,,,1.59,474232307,445f2b74-5e4c-427e-b7fa-6e0a28b156fe
43,2019-10-01 00:01:16 UTC,cart,5859409,1.48758E+18,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
44,2019-10-01 00:01:16 UTC,view,5712497,1.48758E+18,,f.o.x,6.03,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
45,2019-10-01 00:01:17 UTC,remove_from_cart,5788423,1.48758E+18,,,3.33,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
46,2019-10-01 00:01:17 UTC,view,5802437,2.15119E+18,,,4.92,555447840,3f35677f-14db-4551-977c-52d1cfbb8c5b
47,2019-10-01 00:01:18 UTC,cart,5686225,1.48758E+18,,,1.21,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
48,2019-10-01 00:01:19 UTC,remove_from_cart,5768046,1.48758E+18,,ingarden,1.27,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
49,2019-10-01 00:01:19 UTC,cart,5686225,1.48758E+18,,,1.21,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
50,2019-10-01 00:01:24 UTC,remove_from_cart,5664641,1.48758E+18,,,0.7,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
51,2019-10-01 00:01:24 UTC,remove_from_cart,5664641,1.48758E+18,,,0.7,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
52,2019-10-01 00:01:25 UTC,view,5663276,1.48758E+18,,cnd,15.71,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
53,2019-10-01 00:01:25 UTC,remove_from_cart,5664660,1.48758E+18,,,0.6,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
54,2019-10-01 00:01:26 UTC,cart,5814045,1.784E+18,,grattol,10.32,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
55,2019-10-01 00:01:26 UTC,remove_from_cart,5664660,1.48758E+18,,,0.6,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
56,2019-10-01 00:01:28 UTC,cart,5773351,1.48758E+18,,runail,2.62,430174032,9938a99a-f1c6-4b19-8887-e6c47ded7c67
57,2019-10-01 00:01:29 UTC,cart,5842144,1.48758E+18,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
58,2019-10-01 00:01:29 UTC,remove_from_cart,5827373,1.48758E+18,,,1.52,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
59,2019-10-01 00:01:32 UTC,cart,5820713,1.48758E+18,,,2.22,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
60,2019-10-01 00:01:33 UTC,cart,5820713,1.48758E+18,,,2.22,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
61,2019-10-01 00:01:35 UTC,remove_from_cart,5881449,1.48758E+18,,lovely,0.56,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
62,2019-10-01 00:01:38 UTC,remove_from_cart,5620908,1.48758E+18,,runail,2.22,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
63,2019-10-01 00:01:38 UTC,remove_from_cart,5620908,1.48758E+18,,runail,2.22,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
64,2019-10-01 00:01:40 UTC,remove_from_cart,5881425,1.48758E+18,,lovely,6.83,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
65,2019-10-01 00:01:45 UTC,view,5886693,1.48758E+18,,,11.11,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
66,2019-10-01 00:01:45 UTC,remove_from_cart,60183,1.48758E+18,,runail,1.98,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
67,2019-10-01 00:01:45 UTC,remove_from_cart,60183,1.48758E+18,,runail,1.98,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
68,2019-10-01 00:01:46 UTC,view,5843665,1.48758E+18,,f.o.x,9.44,462033176,a18e0999-61a1-4218-8f8f-61ec1d375361
69,2019-10-01 00:01:46 UTC,view,5597836,1.48758E+18,,ingarden,3.9,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
70,2019-10-01 00:01:52 UTC,remove_from_cart,5881431,1.48758E+18,,lovely,11.27,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
71,2019-10-01 00:01:53 UTC,remove_from_cart,5854882,1.48758E+18,,irisk,0.95,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
72,2019-10-01 00:01:55 UTC,cart,5868461,1.48758E+18,,italwax,3.57,514753614,e2fecb2d-22d0-df2c-c661-15da44b3ccf1
73,2019-10-01 00:01:57 UTC,view,5804355,1.48758E+18,,bluesky,5.24,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
74,2019-10-01 00:02:08 UTC,cart,5597836,1.48758E+18,,ingarden,3.9,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
75,2019-10-01 00:02:10 UTC,view,5823288,1.48758E+18,,runail,2.38,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
76,2019-10-01 00:02:13 UTC,remove_from_cart,5820713,1.48758E+18,,,2.22,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
77,2019-10-01 00:02:13 UTC,remove_from_cart,5820713,1.48758E+18,,,2.22,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
78,2019-10-01 00:02:16 UTC,remove_from_cart,5842144,1.48758E+18,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
79,2019-10-01 00:02:17 UTC,remove_from_cart,5842144,1.48758E+18,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
80,2019-10-01 00:02:18 UTC,view,5597836,1.48758E+18,,ingarden,3.9,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
81,2019-10-01 00:02:24 UTC,view,5852507,1.65772E+18,,,11.43,401329661,9ad1b6fa-781b-45f1-970a-e4e9adf8ce38
82,2019-10-01 00:02:24 UTC,cart,5830504,1.48758E+18,,masura,3.95,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
83,2019-10-01 00:02:25 UTC,view,5834496,1.48758E+18,,pole,0.7,549297581,618f420b-ded8-4ca1-a220-1bb89aadce26
84,2019-10-01 00:02:26 UTC,remove_from_cart,5704385,1.48758E+18,,estel,6.11,524009100,8bbff347-0be1-470e-8860-d9a75db965b2
85,2019-10-01 00:02:29 UTC,view,5881589,2.15119E+18,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
86,2019-10-01 00:02:32 UTC,cart,5857283,1.48758E+18,,runail,2.62,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
87,2019-10-01 00:02:35 UTC,cart,5842144,1.48758E+18,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
88,2019-10-01 00:02:37 UTC,view,5849675,1.48758E+18,,keen,6.22,555416325,58d5b05c-41b0-48e5-975c-da688bb0e144
89,2019-10-01 00:02:40 UTC,cart,5723523,1.48758E+18,,runail,2.62,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
90,2019-10-01 00:02:41 UTC,remove_from_cart,5677366,1.48758E+18,,estel,7.3,524009100,8bbff347-0be1-470e-8860-d9a75db965b2
91,2019-10-01 00:02:42 UTC,view,5780714,1.48758E+18,,pole,5.56,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
92,2019-10-01 00:02:44 UTC,cart,5838751,1.48758E+18,,,3.02,431488805,1645aa31-ac43-4ae8-9269-00b873099f4f
93,2019-10-01 00:02:45 UTC,view,5775980,1.784E+18,,,11.9,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
94,2019-10-01 00:02:47 UTC,cart,5802432,1.48758E+18,,,0.32,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
95,2019-10-01 00:02:50 UTC,view,5877456,1.48758E+18,,jessnail,122.22,527418424,86e77869-afbc-4dff-9aa2-6b7dd8c90770
96,2019-10-01 00:02:52 UTC,remove_from_cart,5864736,2.05516E+18,,bpw.style,1.59,464191317,349ca354-d983-4e7e-b2bc-63886d42d378
97,2019-10-01 00:02:53 UTC,cart,5742402,1.48758E+18,,,1.03,543446752,4a01cad9-7368-fd9e-d907-d4d85de0b55c
98,2019-10-01 00:02:56 UTC,view,5587756,1.48758E+18,,irisk,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
99,2019-10-01 00:02:57 UTC,cart,5775980,1.784E+18,,,11.9,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
100,2019-10-01 00:02:59 UTC,cart,5700037,1.48758E+18,,runail,0.4,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
101,2019-10-01 00:03:06 UTC,view,5831768,1.784E+18,,pole,3.46,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
102,2019-10-01 00:03:07 UTC,cart,5700047,1.48758E+18,,runail,0.4,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
103,2019-10-01 00:03:09 UTC,view,5773216,1.48758E+18,,runail,2.62,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
104,2019-10-01 00:03:10 UTC,view,5817891,1.48758E+18,,,5.56,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
105,2019-10-01 00:03:12 UTC,remove_from_cart,5881439,1.48758E+18,,lovely,6.83,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
106,2019-10-01 00:03:12 UTC,cart,5688124,1.48758E+18,,,0.32,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
107,2019-10-01 00:03:12 UTC,remove_from_cart,5881439,1.48758E+18,,lovely,6.83,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
108,2019-10-01 00:03:13 UTC,remove_from_cart,5836527,1.48758E+18,,nagaraku,0.63,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
109,2019-10-01 00:03:13 UTC,remove_from_cart,5836527,1.48758E+18,,nagaraku,0.63,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
110,2019-10-01 00:03:15 UTC,remove_from_cart,5836517,2.15119E+18,,nagaraku,2.38,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
111,2019-10-01 00:03:22 UTC,view,5677990,1.48758E+18,,estel,7.14,377667011,81326ac6-daa4-4f0a-b488-fd0956a78733
112,2019-10-01 00:03:22 UTC,cart,5775982,1.784E+18,,,11.9,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
113,2019-10-01 00:03:23 UTC,cart,5773313,1.48758E+18,,runail,2.62,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
114,2019-10-01 00:03:26 UTC,cart,5852507,1.65772E+18,,,11.43,401329661,9ad1b6fa-781b-45f1-970a-e4e9adf8ce38
115,2019-10-01 00:03:31 UTC,cart,5881589,2.15119E+18,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
116,2019-10-01 00:03:33 UTC,cart,5831768,1.784E+18,,pole,3.46,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
117,2019-10-01 00:03:33 UTC,view,5848657,1.92172E+18,,,5.71,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
118,2019-10-01 00:03:35 UTC,view,5825583,1.48758E+18,,,8.25,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
119,2019-10-01 00:03:40 UTC,cart,5863095,1.48758E+18,,,0.51,374260060,5499ba8d-28e3-46c1-b952-0a560d1a0ea5
120,2019-10-01 00:03:40 UTC,cart,5773173,1.48758E+18,,runail,2.62,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
121,2019-10-01 00:03:41 UTC,view,5838962,1.48758E+18,,lovely,7.94,401329661,9ad1b6fa-781b-45f1-970a-e4e9adf8ce38
122,2019-10-01 00:03:41 UTC,view,5649270,1.48758E+18,,concept,6.19,555448072,b5f72ceb-0730-44de-a932-d16db62390df
123,2019-10-01 00:03:41 UTC,cart,5761284,1.48758E+18,,dizao,1.08,374260060,5499ba8d-28e3-46c1-b952-0a560d1a0ea5
124,2019-10-01 00:03:44 UTC,view,18082,1.48758E+18,,cnd,16.03,552006247,2d8f304b-de45-4e59-8f40-50c603843fe5
125,2019-10-01 00:03:48 UTC,cart,5586024,1.48758E+18,,,1,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
126,2019-10-01 00:04:03 UTC,cart,5687151,1.48758E+18,,,1.9,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
127,2019-10-01 00:04:04 UTC,view,5763379,2.14156E+18,,,4.6,555448108,890f4c43-fc27-4349-b1fb-3900b4e321d2
128,2019-10-01 00:04:09 UTC,remove_from_cart,5841799,1.48758E+18,,,0.13,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
129,2019-10-01 00:04:10 UTC,remove_from_cart,5841799,1.48758E+18,,,0.13,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
130,2019-10-01 00:04:14 UTC,remove_from_cart,5881589,2.15119E+18,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
131,2019-10-01 00:04:14 UTC,remove_from_cart,5881589,2.15119E+18,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
132,2019-10-01 00:04:15 UTC,remove_from_cart,5692893,2.1408E+18,,yoko,3.33,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
133,2019-10-01 00:04:15 UTC,remove_from_cart,5802443,2.15119E+18,,,4.92,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
134,2019-10-01 00:04:15 UTC,remove_from_cart,5802443,2.15119E+18,,,4.92,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
135,2019-10-01 00:04:16 UTC,view,5773351,1.48758E+18,,runail,2.62,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
136,2019-10-01 00:04:16 UTC,remove_from_cart,5692893,2.1408E+18,,yoko,3.33,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
137,2019-10-01 00:04:16 UTC,remove_from_cart,5861342,1.48758E+18,,,1.9,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
138,2019-10-01 00:04:16 UTC,remove_from_cart,5861342,1.48758E+18,,,1.9,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
139,2019-10-01 00:04:17 UTC,remove_from_cart,5854580,1.48758E+18,,jessnail,3.81,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
140,2019-10-01 00:04:17 UTC,remove_from_cart,5854580,1.48758E+18,,jessnail,3.81,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
141,2019-10-01 00:04:18 UTC,remove_from_cart,5800788,1.48758E+18,,,4.52,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
142,2019-10-01 00:04:18 UTC,remove_from_cart,5800788,1.48758E+18,,,4.52,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
143,2019-10-01 00:04:19 UTC,cart,5849915,1.89143E+18,,bioaqua,9.21,374260060,5499ba8d-28e3-46c1-b952-0a560d1a0ea5
144,2019-10-01 00:04:19 UTC,remove_from_cart,5836522,1.48758E+18,,nagaraku,0.4,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
145,2019-10-01 00:04:19 UTC,remove_from_cart,5836522,1.48758E+18,,nagaraku,0.4,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
146,2019-10-01 00:04:24 UTC,cart,5838935,1.48758E+18,,ingarden,4.44,232889708,34b032ea-f476-4c1e-b3c8-1bacb170c34b
147,2019-10-01 00:04:24 UTC,view,5817892,1.48758E+18,,,5.56,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
148,2019-10-01 00:04:24 UTC,view,5773173,1.48758E+18,,runail,2.62,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
149,2019-10-01 00:04:25 UTC,view,5875511,1.48758E+18,,,2.54,555448054,07015e1a-aa44-4c85-aeed-d55a0593f252
150,2019-10-01 00:04:31 UTC,view,5886696,1.48758E+18,,,15.08,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
151,2019-10-01 00:04:34 UTC,view,5763379,2.14156E+18,,,4.6,555448108,890f4c43-fc27-4349-b1fb-3900b4e321d2
152,2019-10-01 00:04:42 UTC,view,5550686,1.48758E+18,,,1.11,485644718,4afc450a-3459-46db-89c0-84b73aa0fd64
153,2019-10-01 00:04:44 UTC,view,5779254,1.48758E+18,,haruyama,1.98,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
154,2019-10-01 00:04:44 UTC,cart,5886696,1.48758E+18,,,15.08,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
155,2019-10-01 00:04:47 UTC,view,4975,1.48758E+18,,runail,3.1,549297581,618f420b-ded8-4ca1-a220-1bb89aadce26
156,2019-10-01 00:04:51 UTC,cart,5800920,1.48758E+18,,,7.49,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
157,2019-10-01 00:04:52 UTC,cart,5783929,1.48758E+18,,,2.06,232889708,34b032ea-f476-4c1e-b3c8-1bacb170c34b
158,2019-10-01 00:04:52 UTC,cart,5587756,1.48758E+18,,irisk,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
159,2019-10-01 00:04:54 UTC,cart,5842145,1.48758E+18,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
160,2019-10-01 00:04:55 UTC,view,5775984,1.784E+18,,,11.9,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
161,2019-10-01 00:04:56 UTC,cart,5842147,1.48758E+18,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
162,2019-10-01 00:05:00 UTC,cart,5815633,1.84274E+18,,rosi,6.35,464191317,3ab4d9ce-82f9-abc8-ae11-e07eed4987ce
163,2019-10-01 00:05:03 UTC,view,5847339,1.98286E+18,,,7.14,465606085,b3803973-587f-45bf-b21f-22b5bf4a6d87
164,2019-10-01 00:05:13 UTC,cart,5775984,1.784E+18,,,11.9,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
165,2019-10-01 00:05:16 UTC,view,5882788,1.48758E+18,,thuya,85.56,553633002,4bdf2c4e-37f7-4fc0-9c75-65e0e4f2222c
166,2019-10-01 00:05:17 UTC,cart,5700074,1.48758E+18,,runail,1.27,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
167,2019-10-01 00:05:20 UTC,view,5884211,1.48758E+18,,,10.63,387845383,dd62e3c8-2ec9-f7e8-12b7-6e83371d79fa
168,2019-10-01 00:05:24 UTC,cart,5765509,1.48758E+18,,dizao,1.08,374260060,5499ba8d-28e3-46c1-b952-0a560d1a0ea5
169,2019-10-01 00:05:26 UTC,view,5822266,1.48758E+18,,,3,465606085,b3803973-587f-45bf-b21f-22b5bf4a6d87
170,2019-10-01 00:05:27 UTC,cart,5659825,1.48758E+18,,airnails,0.95,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
171,2019-10-01 00:05:28 UTC,view,5856186,1.48758E+18,,runail,75.4,555448273,4730d46a-cf53-46f4-b384-8da842d8c259
172,2019-10-01 00:05:33 UTC,cart,5844397,1.48758E+18,,,2.38,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
173,2019-10-01 00:05:33 UTC,view,5754852,1.48758E+18,,,10.63,387845383,864790c5-b802-4162-ad59-ec237f745de5
174,2019-10-01 00:05:35 UTC,remove_from_cart,5677456,1.48758E+18,,estel,10.32,377667011,81326ac6-daa4-4f0a-b488-fd0956a78733
175,2019-10-01 00:05:35 UTC,remove_from_cart,5677456,1.48758E+18,,estel,10.32,377667011,81326ac6-daa4-4f0a-b488-fd0956a78733
176,2019-10-01 00:05:36 UTC,view,5587658,1.48758E+18,,roubloff,2.52,549297581,9f6c05a4-92a7-4740-859e-ecd5d4853a76
177,2019-10-01 00:05:36 UTC,cart,5844406,1.48758E+18,,,2.38,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
178,2019-10-01 00:05:38 UTC,cart,5886698,1.48758E+18,,,15.08,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
179,2019-10-01 00:05:38 UTC,view,5883344,1.48758E+18,,masura,4.75,465606085,b3803973-587f-45bf-b21f-22b5bf4a6d87
180,2019-10-01 00:05:39 UTC,view,5806551,1.48758E+18,,,10.63,387845383,9990dd5f-ced4-82fd-3f1b-cf5262aabce9
181,2019-10-01 00:05:45 UTC,view,5866138,1.48758E+18,,,7.14,555448297,00717aa7-cccd-4175-991d-7792edd78678
182,2019-10-01 00:05:50 UTC,cart,5852392,1.48758E+18,,ingarden,4.44,232889708,34b032ea-f476-4c1e-b3c8-1bacb170c34b
183,2019-10-01 00:05:56 UTC,view,5867954,1.48758E+18,,,1.51,555431033,89edf0dc-e74d-4c40-820e-9c0060d28954
184,2019-10-01 00:05:58 UTC,view,5845432,1.48758E+18,,beautix,15.71,555448297,e6493c6a-206f-41be-88f7-ddfb0a27ef28
185,2019-10-01 00:06:00 UTC,view,5861295,1.48758E+18,,,2.38,444396164,359a6f7f-c258-4a06-9b79-72a922f3685c
186,2019-10-01 00:06:00 UTC,view,5800920,1.48758E+18,,,7.49,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
187,2019-10-01 00:06:01 UTC,view,5751383,1.48758E+18,,uno,10.32,555448312,582c6078-6de3-4842-b91e-de734751cc1c
188,2019-10-01 00:06:02 UTC,view,5879298,1.48758E+18,,masura,5.54,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
189,2019-10-01 00:06:03 UTC,view,5866138,1.48758E+18,,,7.14,555448297,0848ea58-b39b-44fe-8d00-eb1bb4eddc0f
190,2019-10-01 00:06:06 UTC,remove_from_cart,5842147,1.48758E+18,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
191,2019-10-01 00:06:06 UTC,view,5692892,2.1408E+18,,yoko,3.33,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
192,2019-10-01 00:06:06 UTC,remove_from_cart,5842147,1.48758E+18,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
193,2019-10-01 00:06:09 UTC,view,5785144,1.48758E+18,,runail,11.83,480874420,90e9a50a-2718-42dd-b5e4-a9e3293c2dad
194,2019-10-01 00:06:11 UTC,cart,5883344,1.48758E+18,,masura,4.75,465606085,b3803973-587f-45bf-b21f-22b5bf4a6d87
195,2019-10-01 00:06:12 UTC,view,5692891,2.1408E+18,,yoko,3.33,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
196,2019-10-01 00:06:13 UTC,cart,5768785,1.48758E+18,,,7.14,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
197,2019-10-01 00:06:15 UTC,cart,5705015,1.48758E+18,,irisk,1.27,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
198,2019-10-01 00:06:25 UTC,view,5814869,1.48758E+18,,runail,2.38,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
199,2019-10-01 00:06:30 UTC,remove_from_cart,5857343,1.48758E+18,,runail,2.78,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
200,2019-10-01 00:06:32 UTC,view,5692892,2.1408E+18,,yoko,3.33,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
201,2019-10-01 00:06:35 UTC,view,5585642,1.48758E+18,,,3.17,520558067,bfeb8f46-aa66-4d4e-bb87-9123c00710d4
202,2019-10-01 00:06:35 UTC,purchase,5619862,1.48758E+18,,runail,5.32,474232307,445f2b74-5e4c-427e-b7fa-6e0a28b156fe
203,2019-10-01 00:06:35 UTC,view,5800917,1.48758E+18,,,28.57,555448260,b81dcb7e-f632-42b5-a71a-f4632fe49b45
204,2019-10-01 00:06:35 UTC,purchase,5619866,1.48758E+18,,runail,2.86,474232307,445f2b74-5e4c-427e-b7fa-6e0a28b156fe
205,2019-10-01 00:06:35 UTC,purchase,5696184,1.48758E+18,,runail,2.38,474232307,445f2b74-5e4c-427e-b7fa-6e0a28b156fe
206,2019-10-01 00:06:35 UTC,purchase,5706784,1.48758E+18,,runail,4.44,474232307,445f2b74-5e4c-427e-b7fa-6e0a28b156fe
207,2019-10-01 00:06:35 UTC,purchase,5723503,1.48758E+18,,runail,2.62,474232307,445f2b74-5e4c-427e-b7fa-6e0a28b156fe
